Name,URL,Add.,Phone,Mobile,Email,Website,Contact Person,Purpose,Aims/Objectives/Mission,Error,Match_Status,Match_Confidence,Match_Evidence,AI_Verdict,AI_Reason
"CAVE – Centre for Advancement of Voluntary Efforts, New Delhi",https://ngosindia.org/delhi-ngos/cave-centre-for-advancement-of-voluntary-efforts-new-delhi/,"A 58/3, Shaheen Bagh New Delhi Pin: 110025 Delhi",91-11-65737300,,caveiws@yahoo.in,http://www.caveservices.com,Abdul Rashid Agwan,,"To establish network of ngos all over India. We are in this field from more than 15 years and more than 100 ngos registered by us. We guide them how to start NGO, what kind of projects could be taken, from where funds could be obtained and what registration formalities will be required.",,unreachable,,HTTPError,,
"CCHYAN – Conservation Center of Herbs, Yoga & Naturopathy, New Delhi",https://ngosindia.org/delhi-ngos/cchyan-conservation-center-of-herbs-yoga-naturopathy-new-delhi/,"1170, Sector-19, Pkt-3, Dwarka New Delhi Pin: 110075 Delhi",,91-99588 95004,info@herbsindia.org,http://www.herbsindia.org,Kamal Singh,General,"The CCHYAN Center has been constituted to promote, prorogation cultivation of medicinal plants and spices, yoga, naturopathy, indigenous system of medicines, plant based drugs, theory and therapeutic agents to compliment modern medicine in management of life style diseases. We undertake divergent fields of health and nutrition, education including vocational and skill development training leading to the formation of self-help-groups, environment, women empowerment, renewable energy, disaster management etc.",,unreachable,,ConnectionError,,
"CEC – Centre for Education & Communication, New Delhi",https://ngosindia.org/delhi-ngos/cec-centre-for-education-communication-new-delhi/,"173 A, Khirki Village New Delhi Pin: 110017 Delhi","? 91-11-6686841, 91-11-26686842",,cec@nda.vsnl.net.in,? http://www.labourfile.org/,? J. John Purpose 😕 Labour Aims/Objectives/Mission 😕 CEC is a resource centre for labour particularly from the unorganised sector. It looks at and tries to understand the changes in the employment structure; contributes to the dignity of labour; evolves appropriate strategies at national and international levels in collaboration with trade unions and labour organisations.,,,,unreachable,,InvalidURL,,
"CENDIT – Centre for Development of Instructional Technology, New Delhi",https://ngosindia.org/delhi-ngos/cendit-centre-for-development-of-instructional-technology-new-delhi/,"D-1, Soami Nagar New Delhi Pin: 110017 Delhi",? 91-11-26439692,,cendit@unv.ernet.in,,"? Rajiv Jain Purpose 😕 Development(General), Media Aims/Objectives/Mission 😕 CENDIT promotes appropriate communication methods and tools to serve the developmental needs of the Indian sub continent. It involves research and training in communication technology, information storage and retrieval systems.",,,,no_website,,,,
"Centre For Alternative Dalit Media (CADAM), Delhi",https://ngosindia.org/delhi-ngos/centre-for-alternative-dalit-media-cadam-delhi/,,,98104 48008,nacdor@gmail.com,www.nacdor.org.in,Ashok Kumar Bharati,"Impowerment Of Dalit And Adivasi Community. Aim/Objective/Mission : Vision of Centre For Alternative Dalit Media (CADAM) emanates from our understanding of the shortcomings of our society and is worded as building a prabuddha samaj (enlightened society) based on the principles of freedom, dignity, fraternity, justice, equality, ecological balance and active peace, where all have equal rights over resources and services of every kind, without any discrimination on the basis of caste, class, race, gender, age, religion, abilities, regions, language or property and human rights of all are equally respected and there is no place for exploitation or oppression. Mission the mission of centre for alternative dalit media is to build a strong social movement of dalits and other disadvantaged sections of india, which can re-structure the existing social-economic-political-cultural structures in line with the aspirations and dreams of dalits and disadvantaged communities.",,,unreachable,,ConnectionError,,
"Centre for Budget & Governance Accountability, New Delhi",https://ngosindia.org/delhi-ngos/centre-for-budget-governance-accountability-new-delhi/,"A 11, 2nd Floor, Neeti Bagh, Khel Gaon Marg New Delhi Pin: 110049 Delhi","91-11-41741285, 91-11-41741286, 91-11-41741287",,info@cbgaindia.org,http://www.cbgaindia.org,Yamini Mishra,"To promote transparent, accountable and participative governance.","The Centre for Budget and Governance Accountability (CBGA), New Delhi, India, is an attempt to promote transparent, accountable and participative governance. CBGA has been proactively engaged in tracking public policies and economic issues from the perspective of the poor and the marginalised. At CBGA, we believe that apart from analysing the implications of policy priorities, tracking the implementation of the Governments? proposals, important policy initiatives and developments in the economy are crucial to the process of seeking a change in favour of the poor and the marginalised.",,likely_match,100.0,CBGA India - Centre for Budget and Governance Accountability,,
"Centre for Energy Environment & Education, Delhi",https://ngosindia.org/delhi-ngos/centre-for-energy-environment-education-delhi/,"B-92 G.T., Karnal Road Delhi Pin: 110033 Delhi",91-11-47095959,91-93105 33008,shm048@gmail.com,http://www.ceeeindia.org,Saurabh H. Mehta,"Energy-environment awareness, energy planning, sustainable development.","The organization was setup with the mission of empowering people with the knowledge, experience, tools, and inspiration needed to create a sustainable future. Raising public awareness around key energy and environmental issues and promote positive solution orientated responses. Creating opportunities for students, schools and other groups to take leadership roles in creating more sustainable communities. Spreading energy literacy and ensuring energy security in the entire country through various programs.",,unreachable,,ConnectionError,,
"Centre For Holistic Development-Chd, Delhi South",https://ngosindia.org/delhi-ngos/centre-for-holistic-development-chd-delhi-south/,,,98113 27037,centreforholisticdevelopment@gmail.com,www.chdIndia.org. in,Sunil Kumar Aledia,"Advocacy On Social Issues, Awareness Generation, Disaster Management, Human Rights, Law, Local Administration, Media, Medical Relief, Poverty, Rehabilitation, Research, Volunteers, Women Development/Welfare, Women’S Issues, Youth. Aim/Objective/Mission : Vision to build a self sustainable environment of community care and social inclusion for homeless citizens through a right based approach ensuring a better quality of life. Mission to work towards building safe, community caring spaces for the homeless citizens through increased participation by establishing their identity as citizens and ensuring access to shelter, food, health, hygiene, safety, privacy, legal powers and freedom from oppression and violence.",,,unreachable,,ConnectionError,,
"Centre for Human rights Initiative, Training and Research Association, New Delhi",https://ngosindia.org/delhi-ngos/centre-for-human-rights-initiative-training-and-research-association-new-delhi/,"2, House No.99 New Delhi Pin: 110092 Delhi",91-11-22446626,,delhichitra@gmail.com,http://www.chitra.org,Anup Kumar Srivastava,"CHITRA is collaborates with social movements, human rights organizations, and grass-roots development.","To protect fundamental human rights, increase access to basic resources for marginalized communities and eliminate discrimination. To create a justice delivery system that is accessible, accountable, transparent, efficient and affordable, and works for the underprivileged. To raise the level of pro bono legal expertise for the poor to make the work uniformly competent as well as compassionate. To equip through professional training a new generation of public interest lawyers and paralegals who are comfortable both in the world of law as well as in social movements, and who learn from the social movements to refine legal concepts and strategies.",,likely_mismatch,7.9,chitra.org - This website is for sale! - chitra Resources and Information.,,
"Centre for Integrated Development, New Delhi",https://ngosindia.org/delhi-ngos/centre-for-integrated-development-new-delhi/,"C4B/ 254, Janakpuri New Delhi Pin: 110058 Delhi","91-11-25508212, 91-11-25558283",,,,B K Dadlani,"Environment, Forestry, Health, Information and Communications Technology, Science and Technology, Sustainable Development","Sustainable development through promotion of science and technology, participation of people at grass-roots level, research in socio economic fields for policy and planning measures are some to the major focus areas of the organisation. IT also addresses to the issues related to critical areas like health, family welfare, management information systems, soil and water conservation, protection and improvement of natural environment and ecology including forest, lakes, rivers and wildlife.",,no_website,,,,
"Centre for Policy Impact, Delhi",https://ngosindia.org/delhi-ngos/centre-for-policy-impact-delhi/,"8-D, Skylark Apartments, Delhi Pin: 110096 Delhi",91-11-22240235,,info@cpiindia.com,http://www.cpiindia.com,Rajeev Ranjan Nag,"To enhance and assist project and programs, Help needy women, child welfare","To conduct deep and comprehensive study and analysis of weaker strata of the society-neglected poor, exploited and unorganized sections with focus on social and economic conditions and support and participate in the projects and programs being run by national and international development agencies. The society shall endeavor to secure employment opportunities. Promotional avenues for the weaker section of the society at all government and semi-government institutions in India.",,unreachable,,ConnectionError,,
"Centre for Research on Environment Ecology & Developement, New Delhi",https://ngosindia.org/delhi-ngos/centre-for-research-on-environment-ecology-developement-new-delhi/,"118, J.P. House, Third Floor New Delhi Pin: 110049 Delhi","? 91-11-26490351, 91-11-26490354",,office@leadindia.org,? http://www.leadindia.org,"? Chandra Kumar Varshney Purpose 😕 Environment Aims/Objectives/Mission 😕 Its aims to evolve plural models for governance and regulation of societies on the principle of Man-Nature relationships, the interdependence of all life forms and equity in the matters of human dignity. It also undertakes leadership training, capacity building, organising seminars and workshops related to environment and sustainable development. Apart from this it also enhances public awareness of ecological principles to ensure an equitable, environmentally sound and self-sustaining development.",,,,unreachable,,InvalidURL,,
"Centre for Science & Environment, New Delhi",https://ngosindia.org/delhi-ngos/centre-for-science-environment-new-delhi/,"41, Tughlakabad Institutional Area, New Delhi New Delhi Pin: 110062 Delhi","? 91-11-26081110, 91-11-26085879",,cse@cseindia.org,? http://www.cseindia.org,"? Sunita Narayan Purpose 😕 Environment, Forestry, Rural Development, Sustainable Development, Water Aims/Objectives/Mission 😕 Centre for Science and Environment works in the following areas: policy research and advocacy programmes related to bio-diversity, climate and forests; communications and public awareness raising; campaigns and lobbying activities and documentation. The Centre’s research projects attempts to develop a policy framework for an equitous, participatory and environmentally-sound development. The Centre organises seminars and workshops on environment related issues,prepares documents and publishes journals.",,,,unreachable,,InvalidURL,,
